doi,title,authors,author_corresponding,author_corresponding_institution,date,version,type,license,category,jatsxml,abstract,published,server
10.1101/2021.05.29.21258057,Modern UNOS Data Reveals Septuagenarians have Inferior Heart Transplant Survival,"Suryapalam, M.; Kanaparthi, J.; Kashem, M. A.; Zhao, H.; Toyoda, Y.",Manish Suryapalam,Temple University Hospital,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc,cardiovascular medicine,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21258057.source.xml,"BackgroundWhile heart transplantation is increasingly performed in the United States for elderly patients, survival outcomes have primarily been analyzed in single-center studies. The few existing long-term studies have indicated no difference in HTx outcomes between patients [&ge;]70 years and 60-69 years age, but these studies only assessed to 5-years post-transplant and included data from the 1980-90s, introducing significant variance due to poorer outcomes in that era. We analyzed the UNOS database from 1987-2020, stratified by timeframe at 2000, to derive a more representative comparison of modern HTx survival outcomes.

MethodsAll UNOS HTx recipients over 18 years of age (n=66,186) were divided into 3 cohorts: 18-59, 60-69 and [&ge;]70 years old. Demographic data as well as perioperative factors were evaluated for significance using Chi-Squared and H-Tests as appropriate. Kaplan-Meier Curve and cox regressions with log-rank tests were used to assess 5 through 10 year survival outcomes.

Results45,748 were 18-59 years old, 19,129 were 60-69 years old and 1,309 were [&ge;]70 year old. The distribution of most demographic and perioperative factors significantly differed between cohorts. Pairwise survival analysis involving the 18-59 cohort always indicated significance. While there was no significance between the two older cohorts in the earlier timeframe, there was significance in the later timeframe from 6-10 years post-HTx (p<0.05). Cox regressions confirmed results.

ConclusionsThe results indicate that since 2000, recipients 60-69 years of age have better 6 through 10-year post-transplant survival than older recipients, a relationship previously obscured by worse outcomes in early data.",NA,medrxiv
10.1101/2021.05.28.21258027,"Malaria treatment-seeking behaviour and its associated factors: A cross-sectional study in rural East Nusa Tenggara Province, Indonesia","Guntur, R. D.; Kingsley, J.; Islam, F. M. A.",Robertus Dole Guntur,"Department of Health Science and Biostatistics, Swinburne University of Technology, Hawthorn, Victoria, Australia",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,epidemiology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.28.21258027.source.xml,"IntroductionThe World Health Organization recommends seeking medical treatment within 24 hours after transmission of malaria to reduce the risk of severe complications and its onwards spread. However, in some parts of Indonesia, including East Nusa Tenggara Province (ENTP), this adherence is not achieved for a range of reasons including delays in visiting health centres. This study aims to determine factors related to the poor understanding of appropriate malaria treatment-seeking behaviour (AMTSB) of rural adults in ENTP. AMTSB was defined as seeking treatment at professional health facilities within 24 hours of the onset of malaria symptoms.

MethodsA cross-sectional study was conducted in the East Sumba, Belu, and East Manggarai district of ENTP between October and December 2019. A multi-stage cluster sampling procedure was applied to enrol 1495 participants aged between 18 and 89 years old. Data were collected through face-to-face interview. Multivariable logistic regression analyses were used to assess significant factors associated with the poor understanding of AMTSB.

Results86% of participants were found to be familiar with the term malaria. However, poor understanding level of AMTSB in rural adults of ENTP achieved 60.4% with a 95% confidence interval (CI): 56.9 - 63.8. The most important factors associated with the poor understanding were lower levels of education, low socio-economic status (SES), occupation, and distance to the nearest health facilities. The poor understanding of AMTSB was significantly higher for adults with no education (adjusted odds ratio (AOR) 3.42, 95% CI: 1.81, 6.48); having low SES (AOR: 1.87, 95% CI: 1.19, 2.96); residing three km away from the nearest health facilities (AOR: 1.73, 95% CI: 1.2, 2.5); and working as housewife (AOR: 1.63, 95%CI: 1.01 - 2.63). Ethnicity, and family size were not associated with the poor understanding of AMTSB.

ConclusionThe proportion of rural adults having a poor understanding of AMTSB was high leading to ineffective implementation of artemisinin-based combination therapies as the method to treat malaria in ENTP. Improving awareness of AMTSB for rural adults having low-level education, low SES, working as a housewife, and living three km from the nearest health facilities is critical to support the efficacy of malaria treatment in ENTP, as well as to advance the Indonesian governments objective to achieve malaria elimination by 2030.",NA,medrxiv
10.1101/2021.05.30.21257992,Reliability of wastewater analysis for monitoring COVID-19 incidence revealed by a long-term follow-up study,"Sanjuan, R.; Domingo-Calap, P.",Pilar Domingo-Calap,Institute for Integrative Systems Biology (Universitat de Valencia-CSIC),2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,epidemiology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21257992.source.xml,"BackgroundWastewater-based epidemiology has been used for monitoring human activities and waterborne pathogens. Although wastewaters can also be used for tracking SARS-CoV-2 at the population level, the reliability of this approach remains to be established, especially for early warning of outbreaks.

MethodsWe collected 377 samples from different treatment plants processing wastewaters of >1 million inhabitants in Valencia, Spain, between April 2020 and March 2021. Samples were cleaned, concentrated, and subjected to RT-qPCR to determine SARS-CoV-2 concentrations. These data were compared with cumulative disease notification rates over 7 and 14 day periods.

ResultsWe amplified SARS-CoV-2 RNA in 75% of the RT-qPCRs, with an estimated detection limit of 100 viral genome copies per liter (gc/L). SARS-CoV-2 RNA concentration correlated strongly with disease notification rates over 14-day periods (Pearson r = 0.962, P < 0.001). A concentration >1000 gc/L showed >95% sensitivity and specificity as an indicator of more than 25 new cases per 100,000 inhabitants. Albeit with slightly higher uncertainty, these figures were reproduced using a 7-day period. Time series were similar for wastewaters data and declared cases, but wastewater RNA concentrations exhibited transient peaks that were not observed in declared cases and preceded major outbreaks by several weeks.

InterpretationWastewater analysis provides a reliable tool for monitoring COVID-19, particularly at low incidence values, and is not biased by asymptomatic cases. Moreover, this approach might reveal previously unrecognized features of COVID-19 transmission.

FundingConselleria dAgricultura, Desenvolupament Rural, Emergencia Climatica i Transicio Ecologica of the Generalitat Valenciana (project OTR2020-20593SUBDI), Instituto de Salud Carlos III (FONDO-COVID19 COV20/00210), CSIC (Salud Global CSIC 202020E292), and Ministerio de Ciencia e Innovacion (Ramon y Cajal contract, Call 2019).",NA,medrxiv
10.1101/2021.05.30.21258084,Association between discrimination stress and suicidality in preadolescent children,"Argabright, S. T.; Visoki, E.; Moore, T. M.; Ryan, D. T.; DiDomenico, G. E.; Njoroge, W. F.; Taylor, J. H.; Guloksuz, S.; Gur, R. C.; Gur, R. E.; Benton, T. D.; Barzilay, R.",Ran Barzilay,Childrens Hospital of Philadelphia and University of Pennsylvania,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,psychiatry and clinical psychology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21258084.source.xml,"ObjectiveUS youth suicide rates are increasing in recent years, especially in Black Americans, the reasons for which are unclear. Environmental adversity is key in youth suicidality, hence there is a need to study stressors that disproportionately impact Black youths. We aimed to disentangle the unique contribution of racial/ethnic discrimination from other adversities associated with childhood suicidal ideation and attempts (suicidality) across races.

MethodWe analyzed data from the Adolescent Brain Cognitive Development (ABCD) Study(R) that included a large, diverse sample of US children (N=11,235, mean age 10.9 years, 20.2% Black) phenotyped for environmental adversities including discrimination. Multivariate regression models tested the association of self-reported racial/ethnic discrimination with suicidality, covarying for multiple confounders including other discrimination types (towards non-US born individuals; sexual orientation-based; weight-based). Matched analyses contrasted effects of racial/ethnic discrimination and racial identity on suicidality.

ResultsBlack youths reported more discrimination and higher suicidality rates than non-Black youths. High racial/ethnic discrimination was positively associated with suicidality, adjusting for other discrimination types (odds ratio [OR]=2.6, 95%CI=2.1-3.2). Findings remained significant after adjusting for multiple suicidality risk factors. Once experienced, racial/ethnic discrimination was similarly associated with suicidality in White, Black, and Hispanic youths. Matched analyses revealed that racial/ethnic discrimination was associated with suicidality (relative risk [RR]=2.7, 95%CI=2-3.5), while Black race was not (RR=0.9, 95%CI=0.7-1.2).

ConclusionRacial/ethnic discrimination is disproportionately experienced by Black children, and is associated with preadolescent suicidality, over and above other adversities. Findings highlight the need to address discrimination as part of suicide prevention strategies. Cross-sectional design hampers causal inferences.",NA,medrxiv
10.1101/2021.05.28.21257812,"A meta-analysis of polygenic risk scores for mood disorders, neuroticism, and schizophrenia in antidepressant response","Fanelli, G.; Domschke, K.; Minelli, A.; Gennarelli, M.; Martini, P.; Bortolomasi, M.; Maron, E.; Squassina, A.; Kasper, S.; Zohar, J.; Souery, D.; Montgomery, S.; Albani, D.; Forloni, G.; Ferentinos, P.; Rujescu, D.; Mendlewicz, J.; De Ronchi, D.; European College of Neuropsychopharmacology (ECNP) Pharmacogenomics & Transcriptomics TWG,  ; Baune, B. T.; Serretti, A.; Fabbri, C.",Alessandro Serretti,"Department of Biomedical and Neuromotor Sciences, University of Bologna, Bologna, Italy",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,psychiatry and clinical psychology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.28.21257812.source.xml,"About two-thirds of patients with major depressive disorder (MDD) fail to achieve symptom remission after the initial antidepressant treatment. Despite a role of genetic factors was proven, the specific underpinnings are not fully understood yet. Polygenic risk scores (PRSs), which summarise the additive effect of multiple risk variants across the genome, might provide insights into the underlying genetics. This study aims to investigate the possible association of PRSs for bipolar disorder, MDD, neuroticism, and schizophrenia (SCZ) with antidepressant non-response or non-remission in patients with MDD. PRSs were calculated at eight genome-wide P-thresholds based on publicly available summary statistics of the largest genome-wide association studies. Logistic regressions were performed between PRSs and non-response or non-remission in six European clinical samples, adjusting for age, sex, baseline symptom severity, recruitment sites, and population stratification. Results were meta-analysed across samples, including up to 3,637 individuals. Bonferroni correction was applied. In the meta-analysis, no result was significant after Bonferroni correction. The top result was found for MDD-PRS and non-remission (p=0.004), with patients in the highest vs. lowest PRS quintile being more likely not to achieve remission (OR=1.5, 95% CI=1.11-1.98, p=0.007). Nominal associations were also found between MDD-PRS and non-response (p=0.013), as well as between SCZ-PRS and non-remission (p=0.035). Although PRSs are still not able to predict non-response or non-remission, our results are in line with previous works; methodological improvements in PRSs calculation may improve their predictive performance and have a meaningful role in precision psychiatry.",NA,medrxiv
10.1101/2021.05.28.21257736,Prevalence of Returnable Genetic Results Based on Recognizable Phenotypes among Children with Autism Spectrum Disorder,"Bishop, S.; Thurm, A.; Robinson, E.; Sanders, S.",Stephan Sanders,UCSF,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nd,psychiatry and clinical psychology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.28.21257736.source.xml,"The importance of extensive genetic testing of autism spectrum disorder (ASD) cases has been demonstrated repeatedly in research settings but such testing in clinical settings remains sporadic. Determining which individuals should be prioritized for expensive tests remains a challenge. Several guidelines have been released relating to clinical genetic evaluations and testing in the context of ASD and these guidelines may be informed by the results of genetic testing in large research cohorts. The current study summarizes findings from over 2,000 individuals with ASD who received genetic testing, including microarray and exome testing, through the Simons Simplex Consortium. A returnable genetic result is identified in 10% of cases, however, this yield increases based on four readily accessible phenotypes: female sex and the presence of intellectual disability, seizures or delayed walking. Combinations of these factors increase return rate further, with some combinations yielding a return rate over 50%. In conclusion, these four phenotypes provide a simple approach to prioritize genetic testing in a clinical setting and inform future clinical guidelines. Providing a systematic approach to decisions about who to test removes barriers for, and therefore decrease disparities in, reimbursable genetic testing for individuals diagnosed with ASD.",NA,medrxiv
10.1101/2021.05.29.21257734,Disease correlates of quantitative susceptibility mapping rim lesions in multiple sclerosis,"Marcille, M.; Hurtado Rua, S.; Tyshkov, C.; Jaywant, A.; Comunale, J.; Kaunzner, U. W.; Nealon, N.; Perumal, J. S.; Zexter, L.; Zinger, N.; Bruvik, O.; Wang, Y.; Sweeney, E.; Kuceyeski, A.; Nguyen, T. D.; Gauthier, S. A.",Susan A Gauthier,Weill Cornell Medicine,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nd,neurology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21257734.source.xml,"ObjectiveThis study aimed to explore the association between chronic active rim+ lesions, identified as having a hyperintense rim on quantitative susceptibility mapping (QSM), on both clinical disability and imaging measures of neurodegeneration in patients with multiple sclerosis.

MethodsThe patient cohort was composed of 159 relapsing remitting multiple sclerosis patients aged 42.17 {+/-} 10.25 years and disease duration of 10.74 {+/-} 7.51 years. The Brief International Cognitive Assessment for Multiple Sclerosis and Expanded Disability Status Scale (EDSS) were used to assess clinical disability. Cortical thickness and thalamic volume were evaluated as imaging measures of neurodegeneration.

ResultsA total of 4,469 multiple sclerosis lesions were identified, of which 171 QSM rim+ (3.8%) lesions were identified among 57 patients (35.9%). In a multivariate regression model, as the overall total lesion burden increased, patients with at least one rim+ lesion on QSM performed worse on both physical disability and cognitive assessments, specifically the Symbol Digit Modalities Test (p=0.010), California Verbal Learning Test-II (p=0.030), and EDSS (p=0.001). In a separate univariate regression model, controlling for age (p<0.001), having at least one rim+ lesion was related to more cortical thinning (p= 0.03) in younger patients (< 45 years). Lower thalamic volume was associated with older patients (p=0.038) and larger total lesion burden (p<0.001) however, the association did not remain significant with rim+ lesions (p=0.10).

InterpretationOur findings demonstrate the significant impact of chronic active lesions, as identified on QSM, on both clinical disability and imaging measures of neurodegeneration in patients with multiple sclerosis.",NA,medrxiv
10.1101/2021.05.30.21258079,Stopping the misinformation: BNT16b2 COVID-19 vaccine has no negative effect on women's fertility,"Safrai, M.; Rottenstreich, A.; Herzberg, S.; Imbar, T.; Reubinoff, B.; Ben-Meir, A.",Myriam Safrai,"Hadassah Medical Organization and Faculty of Medicine, Hebrew University of Jerusalem",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,obstetrics and gynecology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21258079.source.xml,"ObjectiveTo investigate the possible impact of Pfizer-BioNTechs mRNA BNT162b2 COVID-19 vaccine on womens fertility.

MethodsA retrospective single-center study examining womens IVF treatment parameters and pregnancies before and after their vaccination between February and May 2021. Each woman served as a self-control before and after vaccination. Additionally, in order to neutralize the effect of the sperm on fertilization, only Intracytoplasmic Sperm Injection (ICSI) patients who were currently being treated with an ICSI cycle and had an earlier ICSI cycle available were included in the study. The study outcomes compared between the PRE and POST vaccination groups and consisted of: the IVF cycle outcomes, including the number of oocytes retrieved; the number of matured oocytes; the fertilization rate; and the number and quality of embryos at day 3. Clinical pregnancy was based on the first hCG value reported if the data were available for both cycles.

ResultsA final total of 47 women were eligible for inclusion with a mean interval of 362 {+/-}368 days between the two ovum pick ups. The characteristics of their ICSI cycles before and after the vaccination were similar for all the parameters. Additionally, the number and percentage of clinical pregnancies did not significantly differ between the PRE and POST vaccination groups (n=15).

ConclusionThis study is the first to evaluate the impact of the BNT162b2 vaccine on womens fertility. From our findings, the vaccine appears to have no impact on womens fertility. This study is the first step in abolishing the misinformation derived from unreliable sources and reassuring patients in order to improve compliance and promote COVID-19 eradication.",NA,medrxiv
10.1101/2021.05.30.21258068,COVID-19 Associated Mucormycosis: Scoping Review Protocol,"Hussain, S.; Baxi, H.; Riad, A.; Kulgarova, J.; Licenik, R.; Klugar, M.",Miloslav Klugar,Masaryk University,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nd,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21258068.source.xml,"Background and ObjectiveMucormycosis, a serious and rare fungal infection, has occurred concurrently in COVID-19 patients globally. Mucormycosis is associated with a high risk of all-cause mortality, with mortality depending on body site infected, fungus type, and the patients overall condition. This deadly fungal infection is quite difficult and expensive to treat. Therefore, this scoping review aims to map all the empirical evidence on the COVID-19 associated mucormycosis with a special focus on clinical presentation, treatment, and patient outcomes.

MethodsThe proposed scoping review will be developed by adhering to the JBI methodology for scoping reviews and will be reported as per the Preferred Reporting Items for Systematic Reviews and Meta-analyses for Scoping Reviews (PRISMA-ScR). A detailed search strategy has already been utilized to locate both published and unpublished studies. Literature search was carried out in three phases. PubMed, Scopus, Cochrane, Google scholar was searched. We will include all those studies which are presenting mucormycosis cases in COVID-19 positive patients. Data will be extracted in a pre-designed data extraction sheet and risk of bias will be assessed using JBI critical appraisal tool. The primary outcome will be to summarize the clinical presentation, treatment, and patient outcomes in COVID-19 associated mucormycosis. Data will be presented in tabular form.

OSF registration numberosf.io/438sm",NA,medrxiv
10.1101/2021.05.29.21257760,Genomic epidemiology and associated clinical outcomes of a SARS-CoV-2 outbreak in a general adult hospital in Quebec,"Pare, B.; Rozendaal, M.; Morin, S.; Poujol, R.; Mostefai, F.; Grenier, J.-C.; Kaufmann, L.; Xing, H.; Sanchez, M.; Yechouron, A.; Racette, R.; Hussin, J.; Wolf, G.; Pavlov, I.; Smith, M. A.",Martin A Smith,University of Montreal,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.29.21257760.source.xml,"The first confirmed case of COVID-19 in Quebec, Canada, occurred at Verdun Hospital on February 25, 2020. A month later, a localized outbreak was observed at this hospital. We performed tiled amplicon whole genome nanopore sequencing on nasopharyngeal swabs from all SARS-CoV-2 positive samples from 31 March to 17 April 2020 in 2 local hospitals to assess the viral diversity of the outbreak. We report 264 viral genomes from 242 individuals (both staff and patients) with associated clinical features and outcomes, as well as longitudinal samples, technical replicates and the first publicly disseminated SARS-CoV-2 genomes in Quebec. Viral lineage assessment identified multiple subclades in both hospitals, with a predominant subclade in the Verdun outbreak, indicative of hospital-acquired transmission. Dimensionality reduction identified two subclades that evaded supervised lineage assignment methods, including Pangolin, and identified certain symptoms (headache, myalgia and sore throat) that are significantly associated with favorable patient outcomes. We also address certain limitations of standard SARS-CoV-2 bioinformatics procedures, notably when presented with multiple viral haplotypes.",NA,medrxiv
10.1101/2021.05.31.21257974,Incidence of delirium in an acute geriatric community hospital: an exploratory analysis of an observational cohort study controlled with a meta-analysis of incidences from literature.,"Ribbink, M. E.; Stornebrink, E.; Franssen, R.; de Jonghe, A.; MacNeil-Vroomen, J. L.; Buurman, B. M.",Marthe E. Ribbink,"Amsterdam University Medical Centre, University of Amsterdam, Department of Internal Medicine, Section of Geriatric Medicine, Amsterdam Public Health Research I",2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,geriatric medicine,https://www.medrxiv.org/content/early/2021/06/01/2021.05.31.21257974.source.xml,"BackgroundDelirium in hospitalised older adults is associated with negative health outcomes. Admission to an alternative care setting may lower the incidence of delirium. The Acute Geriatric Community Hospital (AGCH) was recently opened in the Netherlands and uses a multi-component non-pharmacological intervention strategy to prevent delirium.

ObjectiveTo describe the incidence of delirium found in the AGCH and compare this incidence to a hospital control group found in literature.

DesignProspective cohort study; exploratory meta-analysis of proportions.

SettingThe AGCH is an acute geriatric unit in an intermediate care facility.

ParticipantsPatients aged >65 years with acute medical conditions admitted to the AGCH.

MethodsDelirium assessment using the Confusion Assessment Method (CAM) upon admission and on day one, two and three or until delirium had resolved. Patients charts were reviewed if CAM was missing. In an logistic mixed-effects model, the delirium incidence rate in AGCH was compared to pooled delirium incidence rates from six studies found in a high-quality review.

Results214 patients from the AGCH (mean age 81.9 years, 47% male, 12% with a history of dementia) were included in the analysis. Delirium developed in 8% (18/214) (95% CI [confidence interval] 5-13%) of patients during AGCH admission compared to 16% (95% CI 12-21%) in hospitals. Admission to the AGCH was associated with a decreased delirium incidence rate compared to the hospital control group (OR [odds ratio]= 0.49, 95% CI 0.24-0.98, p-value=.044).

ConclusionsThe delirium incidence in the AGCH was relatively low compared to those incidences found in general hospitals.",NA,medrxiv
10.1101/2021.05.31.21255594,Signatures of mast cell activation are associated with severe COVID-19,"Tan, J.; Anderson, D.; Rathore, A. P. S.; O'Neill, A.; Mantri, C. K.; Saron, W. A. A.; Lee, C.; Chu, W. C.; Kang, A.; Foo, R.; Kalimuddin, S.; Low, J.; Ho, L.; Tambyah, P.; Burke, T. W.; Woods, C. W.; Chan, K. R.; Karhausen, J.; St John, A. L.",Ashley L. St John,Duke-NUS Medical School,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_no,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.31.21255594.source.xml,"Lung inflammation is a hallmark of Coronavirus disease 2019 (COVID-19) in severely ill patients and the pathophysiology of disease is thought to be immune-mediated. Mast cells (MCs) are polyfunctional immune cells present in the airways, where they respond to certain viruses and allergens, often promoting inflammation. We observed widespread degranulation of MCs during acute and unresolved airway inflammation in SARS-CoV-2-infected mice and non-human primates. In humans, transcriptional changes in patients requiring oxygen supplementation also implicated cells with a MC phenotype. MC activation in humans was confirmed, through detection of the MC-specific protease, chymase, levels of which were significantly correlated with disease severity. These results support the association of MC activation with severe COVID-19, suggesting potential strategies for intervention.",NA,medrxiv
10.1101/2021.05.31.21257977,The impact of local vaccine coverage and recent incidence on measles transmission in France between 2009 and 2018,"Robert, A.; Kucharski, A. J.; Funk, S.",Alexis Robert,London School of Hygiene and Tropical Medicine,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by,infectious diseases,https://www.medrxiv.org/content/early/2021/06/01/2021.05.31.21257977.source.xml,"BackgroundDespite high levels of vaccine coverage, sub-national heterogeneity in immunity to measles can create pockets of susceptibility, which are hard to detect and may result in long-lasting outbreaks. The elimination status defined by the World Health Organization aims to identify countries where the virus is no longer circulating and can be verified after 36 months of interrupted transmission. However, since 2018, numerous countries have lost their elimination status soon after reaching it, showing that the indicators used to define elimination may not be predictive of lower risks of outbreaks.

Methods and FindingsWe quantified the impact of local vaccine coverage and recent levels of incidence on the dynamics of measles in each French department between 2009 and 2018, using mathematical models based on the  Epidemic-Endemic regression framework. High values of local vaccine coverage were associated with fewer imported cases and lower risks of local transmissions. Regions that had recently reported high levels of incidence were also at a lower risk of local transmission, potentially due to additional immunity accumulated during these recent outbreaks. Therefore, all else being equal, the risk of local transmission was not lower in areas fulfilling the elimination criteria (i.e., low recent incidence). After fitting the models using daily case counts, we used the parameters estimates to simulate the effect of variations in the vaccine coverage and recent incidence on future transmission. A decrease of 3% in the three-year average vaccine uptake led to a five-fold increase in the number of cases simulated in a year on average.

ConclusionsSpatiotemporal variation in vaccine coverage because of disruption of routine immunisation programmes, or lower trust in vaccines, can lead to large increases in both local and cross regional transmission. The association found between local vaccine coverage and incidence suggests that, although regional vaccine uptake can be hard to collect and unreliable because of population movements, it can provide insights into the risks of imminent outbreak. Periods of low local measles incidence were not indicative of a decrease in the risks of local transmission. Therefore, the incidence indicator used to define the elimination status was not consistently associated with lower risks of measles outbreak in France. More detailed models of local immunity levels or subnational seroprevalence studies may yield better estimates of local risk of measles outbreaks.",NA,medrxiv
10.1101/2021.05.30.21258040,Effect of 2021 Assembly Election in India on Covid-19 Transmission,"Manik, S.; Pal, S.; Mandal, M.; Hazra, M.",Sabyasachi Pal,Midnapore City College,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_no,epidemiology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.30.21258040.source.xml,"India is one of the countries in the world which is badly affected by the Covid-19 second wave. Assembly election in four states and a union territory of India was taken place during March-May 2021 when the Covid-19 second wave was close to its peak and affected a huge number of people. We studied the impact of assembly election on the effective contact rate and the effective reproduction number of Covid-19 using different epidemiological models like SIR, SIRD, and SEIR. We also modeled the effective reproduction number for all election-bound states using different mathematical functions. We separately studied the case of all election-bound states and found all the states shown a distinct increase in the effective contact rate and the effective reproduction number during the election-bound time and just after that compared to pre-election time. States, where elections were conducted in single-phase, showed less increase in the effective contact rate and the reproduction number. The election commission imposed extra measures from the first week of April 2021 to restrict big campaign rallies, meetings, and different political activities. The effective contact rate and the reproduction number showed a trend to decrease for few states due to the imposition of the restrictions. We also compared the effective contact rate, and the effective reproduction number of all election-bound states and the rest of India and found all the parameters related to the spread of virus for election-bound states are distinctly high compared to the rest of India.",NA,medrxiv
10.1101/2021.05.31.21257562,How is the distribution of psychological distress changing over time? Who is driving these changes? Analysis of the 1958 and 1970 British birth cohorts.,"Gondek, D.; Patalay, P.; Blanchflower, D. G.; Lacey, R.",Dawid Gondek,University College London,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,epidemiology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.31.21257562.source.xml,"AimsDespite the large variance in distress, most research investigating lifecourse development and cross-cohort trends have focused on its mean levels at the population level. The main objective of this study is to investigate distributional shifts underlying observed age and cohort differences in mean levels of psychological distress in the 1958 and 1970 British birth cohorts. Further, we examine whether observed distributional shifts are driven by specific socio-demographic subgroups, according to gender, parental social class at birth, and highest achieved qualification by age 30/33. Finally, we compare cohort and age differences in the distribution of individual symptoms of psychological distress.

MethodsThis study used data from the 1958 National Child Development Study and 1970 British birth cohort. Our analytical sample (n=24,707) included those who had at least one measure of distress, were still alive and were not permanent emigrants from Britain by age 50 in the 1958 birth cohort (n=13,250) and by age 46-48 in the 1970 birth cohort (n=11,457). Psychological distress was measured by the Malaise Inventory at ages 23, 33, 42 and 50 in the 1958 cohort and 26, 34, 42 and 46-48 in the 1970 cohort.

ResultsThe shifts in the distribution across age appear to be mainly due to changing proportion of those with moderate symptoms, except for midlife (age 42-50) when we observed polarisation in distress - increased proportions of people with no or multiple symptoms. The elevated levels of distress in the 1970 cohort, compared with the 1958 cohort, appeared to be due to an increase in the proportion of individuals with both moderate and high symptoms. For instance, at age 33/34 34.2% experienced no symptoms in 1970 compared with 54.0% in the 1958 cohort, whereas 42.3% endorsed at least two symptoms in the 1970 cohort vs 24.7% in 1958. These observed shifts were driven to some extent by a larger proportion of men and individuals with high qualification in the moderate and high distress groups in the more recent cohort. Fatigue, nervousness, and tension were particularly prevalent in this life phase and all examined symptoms were more prevalent in the younger cohort.

ConclusionsOur study demonstrates the importance of studying not only mean levels of distress over time, but also the underlying shifts in its distribution. Due to the large dispersion of distress scores at any given measurement occasion, understanding the underlying distribution provides a more complete picture of population trends.",NA,medrxiv
10.1101/2021.05.31.21258118,"Epidemiological profile study of COVID-19 in West African countries: Nigeria, Senegal, Mauritania, Cape Verde and Mali","Ba, M. F.; Diop, B.; Bassoum, O.; Sougou, N. M.; Niang, K.; Bonnet, E.; Ridde, V.; Faye, A.",Mouhamadou Faly Ba,UCAD,2021-06-01,1,PUBLISHAHEADOFPRINT,cc_by_nc_nd,epidemiology,https://www.medrxiv.org/content/early/2021/06/01/2021.05.31.21258118.source.xml,"IntroductionThe COVID-19 pandemic was first reported in West Africa on 27 February 2020 in Nigeria. It subsequently spread to other countries in the region. The objective of this study is to analyze the epidemiological profile of COVID-19 in West Africa from the first reported case to 31 January 2021.

MethodWe publicly used available data from reliable sources and from the ""COVID-19R"" package. We used epidemic curves to describe the trends in the daily evolution of confirmed cases and deaths of COVID-19 in West Africa and specifically in the five countries. The reproduction rate and evolution rates were calculated from these trends.

ResultsAs of 31 January 2021, West Africa had 342,938 confirmed cases of COVID-19 with 4,496 deaths. Nigeria had 131,242 cases with 1,586 deaths. Senegal had 26,523 cases with 628 deaths. The case-fatality rate in Mali was 4.08% and the attack rate in Cape Verde was 2587 cases per 100,000 inhabitants. In Nigeria, Senegal, Mauritania and Mali, the epidemic curves supported by the evolution rates showed an increase in confirmed cases and deaths of COVID-19 during December 2020 and January 2021 compared to the last two months. The effective reproduction rates (Re) inferred a slowdown in virus transmission (Re < 1) in these countries except for Senegal.

ConclusionThe results showed that COVID-19 was still circulating in some West African countries in late 2020 and early 2021. By improving the health system and with context-specific public health interventions and vaccination, these countries should effectively control COVID-19.",NA,medrxiv
